HSMV_Report_Number,Agency_Report_Number,Reporting_Agency,Form_Type,Crash_Date,Crash_Time,City,County,Crash_Street,Intersecting_Street,Offset_Distance,Offset_Direction,Crash_Type,Vehicles,Non_Motorists,Fatalities,Injuries,Alcohol_Related,Distraction_Related,Drug_Related,Estimated_Damages,Weather_Condition,Light_Condition,Street_Number,Crash_Type_Detailed,Crash_Type_Dir,Crash_Severity,Within_City_Limits,Manner_of_Collision,First_Harmful_Event,First_HE_Location,First_HE_Relation_to_Jct,First_HE_Within_Interchange,Type_of_Intersection,Road_Sys_Identifier,Type_of_Shoulder,Road_Surf_Cond,Contrib_Circum_Road1,Contrib_Circum_Road2,Contrib_Circum_Road3,Contrib_Circum_Env1,Contrib_Circum_Env2,Contrib_Circum_Env3,School_Bus_Related,Work_Zone_Related,Type_of_Work_Zone,Loc_in_Work_Zone,Workers_in_Work_Zone,Law_Enforcement_in_Work_Zone,Mopeds,Motorcycles,Passengers,Bicyclists,Pedestrians,Fatalities_Unrestrained,Injuries_Unrestrained,Possible_Injuries,Non_Incapacitating_Injuries,Incapacitating_Injuries,Fatalities_30_Days,Non_Traffic_Fatalities,Transported_by_EMS,Transported_by_Law_Enforcement,Transported_by_Other,Citations,Property_Dmg_Amt,Vehicle_Dmg_Amt,S4_Mapping,S4_Decimal_Degree_Longitude,S4_Decimal_Degree_Latitude,S4_Albers_X,S4_Albers_Y,S4_Mapping_Date,FID,ROADWAY,COLOR_CODE,DISTRICT,COUNTYDOT,COUNTY_2,MNG_DIST,BEGIN_POST,END_POST,Shape_Leng,Shape__Len
"88311105",FHPD20OFF020541,FHP,Long,03:08:20,02:15 PM,Kissimmee,Osceola,OSCEOLA PKWY,ORANGE BLOSSOM TRL,"100",East,Rear End,"3","0","0","0",N,N,N,"$4,000",Clear,Daylight,,Rear End,W,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,County,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","4000","Mapped, On Network",-81.4034437916018,28.3373604848634,654051.797764382,483936.529126627,3/17/2020 12:17:26 PM,,,,,,,,8.000000000000000,9.000000000000000,,
"88280617",FHPD20OFF011140,FHP,Long,02:07:20,07:45 PM,Kissimmee,Osceola,OSCEOLA PARKWAY (COUNTY ROAD 522),ORANGE BLOSSOM TRAIL,"100",East,Rear End,"3","0","0","3",N,N,N,"$27,500",Clear,Dark - Lighted,,Rear End,W,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,County,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","3","0","0","0","0",$2,$0,"0","1","0","27500","Mapped, On Network",-81.4033656772293,28.3373948617445,654059.35910223,483940.507001415,3/16/2020 3:06:39 PM,,,,,,,,8.000000000000000,9.000000000000000,,
"88290826",FHPD20OFF011476,FHP,Long,02:09:20,03:17 AM,Unincorporated,Orange,US 441 (ORANGE BLOSSOM TRAIL),TOWN CENTER BOULEVARD,"150",South,Rear End,"2","0","0","1",N,Y,N,"$20,000",Clear,Dark - Lighted,,Rear End,N,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,U.S.,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","1","0","0","0",$1,$0,"0","0","0","20000","Mapped, On Network",-81.404370460477,28.3671485214016,653891.516207236,487242.052053954,2/12/2020 11:28:47 AM,,,,,,,,8.000000000000000,9.000000000000000,,
"85579122",FHPD20OFF023059,FHP,Short,03:17:20,07:07 AM,Unincorporated,Orange,STATE ROAD 600,TOWN CENTER BLVD,"5",South,Rear End,"2","0","0","0",N,N,N,"$1,100",Clear,Daylight,,Rear End,N,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,State,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","1100","Mapped, On Network",-81.4042836435862,28.3673656100515,653899.499497418,487266.334630493,3/24/2020 8:37:19 PM,,,,,,,,8.000000000000000,9.000000000000000,,
"88303596",FHPD20OFF029918,FHP,Long,04:28:20,10:45 AM,Unincorporated,Orange,U.S 441 (ORANGE BLOSSOM TRAIL),SR-417 (CENTRAL FLORIDA GREENEWAY),"60",North,Rear End,"2","0","0","1",N,N,N,"$1,300",Clear,Daylight,,Rear End,S,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,U.S.,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","1","0","0","0","0",$0,$0,"0","1","0","1300","Mapped, On Network",-81.4045941550063,28.3716420623652,653859.136248607,487740.519174777,5/14/2020 1:33:35 PM,,,,,,,,8.000000000000000,9.000000000000000,,
"85579123",FHPD20OFF023084,FHP,Short,03:17:20,07:48 AM,Unincorporated,Orange,TOWN CENTER BOULEVARD,STATE ROAD 600,"60",East,Rear End,"2","0","0","0",N,N,N,"$1,100",Clear,Daylight,,Rear End,E,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,County,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","1100","Mapped, On Network",-81.4040276224714,28.3676728942104,653923.820099235,487300.980222907,3/25/2020 7:12:45 PM,,,,,,,,8.000000000000000,9.000000000000000,,
"88305053",FHPD20OFF025133,FHP,Long,03:27:20,12:41 PM,Orlando,Orange,US-441 (ORANGE BLOSSOM TRAIL),HUNTERS CREEK BLVD,"20",West,Other,"1","0","0","0",N,N,N,"$8,500",Clear,Daylight,,Single Vehicle,S,Property Damage Only,N,Other,Other Non-Collision,Median,Intersection-Related,N,Not at Intersection,Local,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","1000","7500","Mapped, On Network",-81.4044554318534,28.3621752723027,653894.83028542,486689.686359486,4/1/2020 2:05:03 PM,,,,,,,,8.000000000000000,9.000000000000000,,
"88280036",FHPD20OFF009370,FHP,Long,02:02:20,02:00 AM,Orlando,Orange,U.S. 441 (S ORANGE BLOSSOM TRAIL),GATORLAND DRIVE,"0",,Sideswipe,"4","0","0","5",N,N,N,"$21,000",Clear,Dark - Lighted,,Same Direction Sideswipe,S,Injury,N,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,Intersection-Related,N,Four-Way Intersection,U.S.,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","4","1","0","0","0",$1,$0,"0","0","0","21000","Mapped, On Network",-81.4045628496293,28.3538190649376,653903.855033654,485761.657035621,2/7/2020 1:51:26 PM,,,,,,,,8.000000000000000,9.000000000000000,,
"88312989",FHPD20OFF017943,FHP,Long,02:29:20,12:15 PM,Kissimmee,Osceola,N ORANGE BLOSSOM TRL,CENTERVIEW BLVD,"0",,Left Turn,"2","0","0","2",N,N,N,"$10,500",Clear,Daylight,,Left Entering,S,Injury,N,Angle,Motor Vehicle in Transport,On Roadway,Intersection,Y,Four-Way Intersection,U.S.,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","1","1","0","0","0",$1,$0,"0","1","0","10500","Mapped, On Network",-81.4038456283125,28.3418652812676,654001.955279967,484435.878913978,4/6/2020 5:58:07 PM,,,,,,,,8.000000000000000,9.000000000000000,,
"88308083",FHPD20OFF026600,FHP,Short,04:06:20,10:50 AM,Orlando,Orange,TOWN CENTER BOULEVARD,US 441 ORANGE BLOSSOM TRAIL,"0",,Right Turn,"2","0","0","0",N,N,N,$800,Clear,Dawn,,Right/Through,N,Property Damage Only,N,Angle,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Four-Way Intersection,U.S.,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","800","Mapped, On Network",-81.4042185356466,28.3676922766221,653905.103466954,487302.739188584,7/8/2020 5:27:09 PM,,,,,,,,8.000000000000000,9.000000000000000,,
"88286266",FHPD20OFF016611,FHP,Short,02:25:20,04:29 PM,Kissimmee,Osceola,ORANGE BLOSSOM TRL,OSECOLA PKWY,"20",South,Rear End,"2","0","0","0",N,N,N,"$4,000",Clear,Daylight,,Rear End,S,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,State,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","4000","Mapped, On Network",-81.4038411157146,28.3370524859789,654013.648670566,483901.512820445,3/12/2020 4:41:04 PM,,,,,,,,8.000000000000000,9.000000000000000,,
"88276973",FHPD20OFF015175,FHP,Long,02:20:20,06:45 PM,Kissimmee,Osceola,ORANGE BLOSSOM TRL,OSCEOLA  PARKWAY,"200",North,Rear End,"2","0","0","0",N,N,N,$600,Clear,Daylight,,Rear End,S,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,County,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","600","Mapped, On Network",-81.4038908702311,28.337688728487,654007.293844541,483972.053759229,3/16/2020 4:24:49 PM,,,,,,,,8.000000000000000,9.000000000000000,,
"88306226",FHPD20OFF023514,FHP,Long,03:18:20,09:11 PM,Unincorporated,Orange,TOWN CENTER BOULEVARD,US 441 (ORANGE BLOSSOM TRAIL),"10",East,Rear End,"2","0","0","0",N,N,N,$750,Clear,Dark - Lighted,,Rear End,W,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Intersection-Related,N,Not at Intersection,Local,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","1","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","750","Mapped, On Network",-81.4041230067403,28.3679498224212,653913.844143238,487331.531757847,4/2/2020 11:42:55 AM,,,,,,,,8.000000000000000,9.000000000000000,,
"88307244",FHPD20OFF021128,FHP,Long,03:10:20,02:39 PM,Unincorporated,Orange,US HIGHWAY 441,TOWN CENTER BOULEVARD,"800",South,Rear End,"2","0","0","1",N,Y,N,"$12,000",Clear,Daylight,,Rear End,N,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,U.S.,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","2","0","0","0","0","1","0","0","0","0",$0,$0,"0","1","0","12000","Mapped, On Network",-81.4043952064191,28.3653020569806,653893.412011944,487036.984121179,3/18/2020 1:13:40 PM,,,,,,,,8.000000000000000,9.000000000000000,,
"88299036",FHPD20OFF013696,FHP,Long,02:16:20,10:00 AM,Orlando,Orange,US 441 ORANGE BLOSSOM TRAIL,HUNTERS CREEK BOULEVARD,"100",North,Rear End,"2","0","0","1",N,N,N,"$2,700",Clear,Daylight,,Rear End,S,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,U.S.,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","3","0","0","0","0","1","0","0","0","0",$0,$0,"0","1","0","2700","Mapped, On Network",-81.4044443790158,28.3615381036425,653897.400614352,486618.962879278,2/24/2020 2:24:34 PM,,,,,,,,8.000000000000000,9.000000000000000,,
"88294221",FHPD20OFF024908,FHP,Long,03:25:20,10:05 PM,Kissimmee,Osceola,COUNTY ROAD 522 (OSCEOLA PARKWAY),STATE ROAD 441 (O.B.T),"0",,Angle,"2","0","0","0",N,N,N,"$9,000",Clear,Dark - Lighted,,Right Angle,SE,Property Damage Only,N,Angle,Parked Motor Vehicle,On Roadway,Intersection,N,Four-Way Intersection,County,Curb,Wet,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","9000","Mapped, On Network",-81.4034831700186,28.3373707730776,654047.921421251,483937.590323348,4/15/2020 12:59:46 PM,,,,,,,,8.000000000000000,9.000000000000000,,
"88259324",FHPD20OFF012406,FHP,Long,02:12:20,11:00 AM,Kissimmee,Osceola,N ORANGE BLOSSOM TRL,OSCEOLA PKWY,"10",North,Rear End,"2","0","0","2",N,N,N,"$7,500",Clear,Daylight,,Rear End,S,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,U.S.,Unpaved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","2","0","0","0",$2,$0,"0","1","0","7500","Mapped, On Network",-81.4038036693847,28.3374687474967,654016.338754766,483947.80840137,3/12/2020 1:44:46 PM,,,,,,,,8.000000000000000,9.000000000000000,,
"88277488",FHPD20OFF011624,FHP,Long,02:09:20,07:05 PM,Kissimmee,Osceola,N ORANGE BLOSSOM TRL,E OSCEOLA PKWY,"150",North,Sideswipe,"2","0","0","0",N,Y,N,$500,Clear,Dusk,,Same Direction Sideswipe,S,Property Damage Only,N,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,Intersection-Related,N,Not at Intersection,U.S.,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","500","Mapped, On Network",-81.4038609399637,28.3378199659556,654009.915014095,483986.687000014,3/12/2020 1:37:36 PM,,,,,,,,8.000000000000000,9.000000000000000,,
"88302769",FHPD20OFF013887,FHP,Long,02:16:20,08:01 PM,Orlando,Orange,US 441 (ORANGE BLOSSOM TRAIL),TOWN CENTER BOULEVARD,"50",South,Off Road,"1","0","0","0",N,Y,N,"$2,500",Rain,Dark - Lighted,,Off Road,E,Property Damage Only,N,Other,"Other Post, Pole or Support",On Roadway,Intersection-Related,N,Four-Way Intersection,U.S.,Paved,Wet,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","1000","1500","Mapped, On Network",-81.4042948579474,28.36821689694,653896.412832925,487360.831781156,3/3/2020 4:59:30 PM,,,,,,,,8.000000000000000,9.000000000000000,,
"88185079",FHPK20OFF008507,FHP,Long,02:18:20,08:00 AM,Orlando,Orange,SR417 SOUTHBOUND 12MM,EXIT RAMP TO SR91,"2640",North,Rear End,"2","0","0","0",N,N,N,"$7,000",Clear,Daylight,,Rear End,N,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Entrance/Exit Ramp,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","7000","Mapped, On Network",-81.3896644283572,28.3660709909085,655332.305494313,487152.77572732,3/26/2020 1:56:17 PM,,,,,,,,15.000000000000000,16.000000000000000,,
"88273695",FHPK20OFF011273,FHP,Long,03:04:20,06:40 AM,Kissimmee,Osceola,FLORIDA TURNPIKE (STATE ROAD 91),OSCEOLA PARKWAY,"5280",North,Rear End,"3","0","0","0",N,N,N,"$23,000","Fog, Smog, Smoke",Dark - Not Lighted,,Rear End,N,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,Y,Work on Shoulder or Median,Activity Area,N,N,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","23000","Mapped, On Network",-81.3828805245637,28.3476298984569,656039.241510838,485119.292925129,3/23/2020 3:27:47 PM,,,,,,,,15.000000000000000,16.000000000000000,,
"88188386",FHPK20OFF005870,FHP,Long,02:04:20,05:00 AM,Kissimmee,Osceola,STATE ROAD 91 (FLORIDA TURNPIKE),COUNTY ROAD 522,"500",North,Off Road,"1","0","0","0",N,N,N,"$3,000",Clear,Dark - Lighted,,Off Road,S,Property Damage Only,N,Other,Impact Attenuator/Crash Cushion,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,Y,Other,Termination Area,N,N,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","1000","2000","Mapped, On Network",-81.3830038686355,28.347314697045,656027.919099156,485084.039444195,2/8/2020 4:02:41 PM,,,,,,,,15.000000000000000,16.000000000000000,,
"88208516",FHPK20OFF010385,FHP,Long,02:28:20,07:56 AM,Kissimmee,Osceola,STATE ROAD 91,OSCEOLA PARKWAY,"500",North,Sideswipe,"2","0","0","0",N,N,N,"$2,000",Clear,Daylight,,Same Direction Sideswipe,N,Property Damage Only,N,Other,Motor Vehicle in Transport,On Roadway,Entrance/Exit Ramp,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","2000","Mapped, On Network",-81.3820508420956,28.3455044115303,656125.410126153,484885.019232573,3/17/2020 3:29:05 PM,,,,,,,,15.000000000000000,16.000000000000000,,
"88237108",FHPK20OFF012445,FHP,Short,03:10:20,05:51 PM,Unincorporated,Osceola,SR-91 (FLORIDA TURNPIKE),EXIT RAMP OSCEOLA PARKWAY,"25",South,Rear End,"2","0","0","0",N,Y,N,"$4,500",Clear,Daylight,,Rear End,S,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Entrance/Exit Ramp,Y,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","4500","Mapped, On Network",-81.3818832860763,28.3434372806066,656146.674065895,484655.84998575,3/23/2020 3:26:27 PM,,,,,,,,15.000000000000000,16.000000000000000,,
"88240120",FHPK20OFF011315,FHP,Long,03:04:20,11:30 AM,Kissimmee,Osceola,STATE ROAD 91 (FLORIDA TURNPIKE),OSCEOLA PARKWAY,"1056",North,Sideswipe,"2","0","0","0",N,Y,N,"$3,800",Clear,Daylight,,Same Direction Sideswipe,N,Property Damage Only,N,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,Entrance/Exit Ramp,N,Not at Intersection,Turnpike/Toll,Unpaved,Dry,None,,,None,,,N,N,,,,,"0","0","2","0","0","0","0","0","0","0","0","0",$0,$0,"0","3","800","3000","Mapped, On Network",-81.3823310048784,28.3460737087346,656096.662693913,484947.647461334,3/17/2020 4:21:32 PM,,,,,,,,15.000000000000000,16.000000000000000,,
"88188712",FHPK20OFF006331,FHP,Long,02:07:20,01:38 AM,Kissimmee,Osceola,STATE ROAD 91 (FLORIDAS TURNPIKE),COUNTY ROAD 522 (OSCEOLA PARKWAY),"1320",North,Off Road,"1","0","0","1",N,N,N,"$10,000",Rain,Dark - Lighted,,Off Road,N,Injury,N,Other,Guardrail Face,Off Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Wet,Road Surface Condition,,,Weather Conditions,,,N,N,,,,,"0","0","0","0","0","0","0","1","0","0","0","0",$1,$0,"0","0","0","10000","Mapped, On Network",-81.3818555561643,28.3450059837163,656145.688085096,484830.083520679,3/17/2020 4:34:22 PM,,,,,,,,15.000000000000000,16.000000000000000,,
"88222393",FHPK20OFF010386,FHP,Long,02:28:20,08:54 AM,Orlando,Orange,STATE ROAD 91 (FLORIDAS TURNPIKE),STATE ROAD 417,"500",North,Rear End,"2","0","0","0",N,N,N,$600,Cloudy,Daylight,,Rear End,N,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","600","Mapped, On Network",-81.3892452046603,28.3664242549312,655372.475561155,487192.867408216,3/29/2020 8:15:09 PM,,,,,,,,15.000000000000000,16.000000000000000,,
"89952963","20003148",Kissimmee PD,Long,04:27:20,05:29 AM,Kissimmee,Osceola,E OSCEOLA PKWY,FLORIDAS TURNPIKE,"0",,Sideswipe,"2","0","0","0",N,N,N,$500,Clear,Dark - Lighted,,Same Direction Sideswipe,W,Property Damage Only,Y,"Sideswipe, Same Direction",Motor Vehicle in Transport,On Roadway,Non-Junction,N,Four-Way Intersection,State,Curb,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","0","0","500","Mapped, On Network",-81.3805000810793,28.3410799868746,656287.541997,484396.989395,4/28/2020 2:53:24 PM,,,,,,,,15.000000000000000,16.000000000000000,,
"88296458",FHPK20OFF010473,FHP,Short,02:28:20,03:50 PM,Orlando,Orange,FLORIDAS TPKE,MILE MARKER 250,"1320",South,Rear End,"2","0","0","0",N,N,N,"$2,600",Clear,Daylight,,Rear End,S,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","2","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","2600","Mapped, On Network",-81.3846684044355,28.3513573015302,655855.576323618,485529.442446431,3/16/2020 1:31:11 PM,,,,,,,,15.000000000000000,16.000000000000000,,
"88121031",FHPK20OFF012511,FHP,Short,03:11:20,07:55 AM,Unincorporated,Orange,STATE ROAD 91 (FLORIDA TURNPIKE),STATE ROAD 417 (FL GREENWAY),"1000",South,Rear End,"2","0","0","0",N,Y,N,"$6,000",Clear,Dawn,,Rear End,N,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Through Roadway,Y,Not at Intersection,Turnpike/Toll,Paved,Dry,Work Zone,,,None,,,N,Y,Lane Shift/Crossover,Activity Area,N,N,"0","0","1","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","6000","Mapped, On Network",-81.3889919463231,28.3643986249646,655402.00731983,486968.482370617,3/27/2020 12:19:53 AM,,,,,,,,15.000000000000000,16.000000000000000,,
"88185080",FHPK20OFF008532,FHP,Long,02:18:20,09:15 AM,Orlando,Orange,SR417 SB12MM,SR91 ENTRANCE RAMP251,"2640",North,Rear End,"2","0","0","0",N,N,N,"$12,000",Clear,Daylight,,Rear End,S,Property Damage Only,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Entrance/Exit Ramp,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","0","12000","Mapped, On Network",-81.3888106003604,28.3620792493918,655425.197370858,486711.33330488,3/6/2020 10:01:44 PM,,,,,,,,15.000000000000000,16.000000000000000,,
"88292709",FHPD20OFF023281,FHP,Long,03:17:20,09:30 PM,Kissimmee,Osceola,OSCOELA PARKWAY,STATE ROAD 91,"0",,Left Turn,"2","0","0","3",Y,N,N,"$13,000",Clear,Dark - Lighted,,Left Entering,E,Injury,N,Angle,Motor Vehicle in Transport,On Roadway,Intersection,N,Four-Way Intersection,U.S.,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","2","0","0","0","0","3","0","0","0","0",$0,$0,"0","1","0","13000","Mapped, On Network",-81.3805746191262,28.3408316660691,656280.836172052,484369.262980936,5/11/2020 4:29:39 PM,,,,,,,,15.000000000000000,16.000000000000000,,
"88273703",FHPK20OFF017392,FHP,Long,04:24:20,08:28 AM,Orlando,Orange,FLORIDA TURNPIKE (STATE ROAD 91),OSCEOLA PARKWAY,"5280",North,Off Road,"1","0","0","0",N,N,N,"$60,000",Rain,Daylight,,Off Road,N,Property Damage Only,N,Other,Concrete Traffic Barrier,Shoulder,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Wet,Road Surface Condition,,,None,,,N,Y,Work on Shoulder or Median,Activity Area,Y,N,"0","0","0","0","0","0","0","0","0","0","0","0",$0,$0,"0","1","10000","50000","Mapped, On Network",-81.386984949563,28.3575340826315,655614.450105554,486210.457786629,7/7/2020 2:31:36 PM,,,,,,,,15.000000000000000,16.000000000000000,,
"88240117",FHPK20OFF008515,FHP,Long,02:18:20,08:22 AM,Orlando,Orange,STATE ROAD 91 (FLORIDA TURNPIKE),OSCEOLA  PARKWAY,"10560",North,Rear End,"2","0","0","1",N,N,N,"$2,000",Clear,Daylight,,Rear End,S,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","1","0","0","0","0",$0,$0,"0","1","0","2000","Mapped, On Network",-81.3888340322778,28.362414723514,655422.116769399,486748.533099301,3/6/2020 8:13:42 PM,,,,,,,,15.000000000000000,16.000000000000000,,
"88029854",FHPK20OFF016577,FHP,Long,04:16:20,10:45 AM,Orlando,Orange,250MM/SR91 NB,SR417,"500",North,Off Road,"1","0","0","1",N,N,N,"$12,300",Rain,Daylight,,Off Road,N,Injury,N,Other,Concrete Traffic Barrier,On Roadway,Through Roadway,N,Not at Intersection,Turnpike/Toll,Paved,Wet,Road Surface Condition,,,Weather Conditions,,,N,Y,Work on Shoulder or Median,Transition Area,Y,N,"0","0","0","0","0","0","0","1","0","0","0","0",$0,$0,"0","1","300","12000","Mapped, On Network",-81.3849791432327,28.3528050257579,655821.772322474,485689.54125415,6/25/2020 2:24:30 PM,,,,,,,,15.000000000000000,16.000000000000000,,
"88240119",FHPK20OFF009979,FHP,Long,02:26:20,08:30 AM,Kissimmee,Osceola,STATE ROAD 91 (FLORID TURNPIKE),STATE ROAD 417,"2640",South,Rear End,"2","0","0","1",N,N,N,"$6,500",Clear,Daylight,,Rear End,N,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,Work Zone,None,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","0","1","0","0",$1,$0,"0","1","0","6500","Mapped, On Network",-81.3829262784729,28.347346251655,656035.43445167,485087.704106543,3/23/2020 4:10:31 PM,,,,,,,,15.000000000000000,16.000000000000000,,
"88168128",FHPK20OFF010084,FHP,Long,02:26:20,05:00 PM,Orlando,Orange,STATE ROAD 91 (FLORIDA TURNPIKE),MM250,"0",,Other,"2","0","0","1",N,N,N,"$45,000",Cloudy,Daylight,,Other,N,Injury,N,Other,Motor Vehicle in Transport,Off Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Wet,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","1","0","0","0",$1,$0,"0","0","0","45000","Mapped, On Network",-81.387580628557,28.359567495438,655551.403645281,486434.996821133,3/30/2020 5:31:56 PM,,,,,,,,15.000000000000000,16.000000000000000,,
"88200632",FHPK20OFF010462,FHP,Long,02:28:20,03:11 PM,Kissimmee,Osceola,STATE ROAD 91 (FLORIDA TURNPIKE),MM249,"0",,Rear End,"2","0","0","1",N,N,N,"$7,000",Clear,Daylight,,Rear End,S,Injury,N,Front to Rear,Motor Vehicle in Transport,On Roadway,Non-Junction,N,Not at Intersection,Turnpike/Toll,Paved,Dry,None,,,None,,,N,N,,,,,"0","0","0","0","0","0","0","0","1","0","0","0",$0,$0,"0","2","0","7000","Mapped, On Network",-81.3824359195381,28.3459525428794,656086.685641306,484933.976316964,3/17/2020 3:28:19 PM,,,,,,,,15.000000000000000,16.000000000000000,,
